title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Road to Rio,"Scat Sweeney, and Hot Lips Barton, two out of work musicians, stow away on board a Rio bound ship, after accidentally setting fire to the big top of a circus. They then get mixed up with a potential suicide Lucia, who first thanks them, then unexpectedly turns them over to the ship's captain. When they find out that she has been hypnotized, to go through a marriage of convenience, when the ship reaches Rio, the boys turn up at the ceremony, in order to stop the wedding, and to help catch the crooks.","[{'id': 35, 'name': 'Comedy'}]",/3ctbNK0cUHYn23jiCbY5mNSOx4d.jpg,1947-12-25,6.5,12.0,1.642712,100.0,
3 Godfathers,"Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",/dsVrYIpK2Rcgsr5QrfjBQWee5JE.jpg,1948-12-01,6.1,39.0,3.803268,106.0,John Ford's Legend of the Southwest!
The Pirate,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.","[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",/aS1mcIljNwRXEnlYfiq7mWeQuml.jpg,1948-06-11,6.6,17.0,1.830178,102.0,The great MGM musical romance
They Live by Night,The story of a petty criminal and his girlfriend who try to escape their gang after a double cross of the thieves.,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/9EI0n0ESp1DZJd7PI7LENk9PO2e.jpg,1948-08-06,6.5,25.0,1.760634,95.0,Cops or no cops I'm going through!
Orpheus,"At the Café des Poètes in Paris, a fight breaks out between the poet Orphée (Jean Marais) and a group of resentful upstarts. A rival poet, Cègeste (Edouard Dermit), is killed, and a mysterious princess (María Casares) insists on taking Orpheus and the body away in her Rolls-Royce. Orphée soon finds himself in the underworld, where the Princess announces that she is, in fact, Death. Orpheus escapes in the car back to the land of the living, only to become obsessed with the car radio.  This film is the central part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",/1bjJaY0LakXwnUwEuWD5tw8CTui.jpg,1950-09-29,8.0,46.0,5.017839,95.0,
Carbine Williams,"This is the story of David Marshall 'Marsh' Williams, the real life inventor of the world famous M-1 Carbine automatic rifle used in WWII. It all started when Marsh, who was one to do things his way, was caught distilling moonshine, and was accused and convicted of shooting a federal officer in the process. This at first placed him in the chain gang which labeled him as a hard case. Later, to make room for those more deserving, he was moved to a prison farm, where he came under the direction of Captain H.T. Peoples. The Captain was a mild mannered warden, who did not shy from discipline when necessary, but also believed that given the opportunity, most men will respond to good. Believing that Marsh was just such a person, the Captain gave him every opportunity to reform, so much so, that he eventually allowed Marsh to work in the tool shop on his spare time to develop and build by hand, a working riffle, inside the prison farm itself.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/esM6OPDbCIusdzTHcJlDf3BPgku.jpg,1952-05-01,6.6,8.0,0.746151,92.0,This is my Story
Man on a Tightrope,"Elia Kazan's 1953 film stars Fredric March as the owner of an impoverished circus in Communist-ruled Czechoslovokia who plots to flee across the border to freedom, taking his entire troupe of performers and wild animals with him. The cast also includes Gloria Grahame, Terry Moore, Cameron Mitchell, Richard Boone and Adolphe Menjou.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",/zvq94rRlEQcak4FMnurNSGeePh2.jpg,1953-04-01,5.3,6.0,0.261366,105.0,
The Crucified Lovers,"In 17th century Kyoto, Osan is married to Ishun, a wealthy miserly scroll-maker. When Osan is falsely accused of having an affair with the best worker, Mohei, the pair flee the city and declare their love for each other. Ishun orders his men to find them, and separate them to avoid public humiliation.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/uFQ7QvBMfIYJ5EBjykAiiom6pCl.jpg,1954-11-23,7.6,22.0,1.244892,102.0,The tortured heart behind the cultivated image.
It Should Happen to You,"Gladys Glover has just lost her modeling job when she meets filmmaker Pete Sheppard shooting a documentary in Central Park. For Pete it's love at first sight, but Gladys has her mind on other things, making a name for herself. Through a fluke of advertising she winds up with her name plastered over 10 billboards throughout city.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/pX8geXN3vjvkgi6zNgtxheFpPXg.jpg,1954-01-18,7.7,7.0,3.883222,86.0,In 'Born Yesterday' I got two mink coats - this time I get everything!
Night and Fog,The documentary film from French director Resnais set ten years after the Second World War depicts the problems of Auschwitz with shocking images from the concentration camps.,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",/2iWYQia8enOai7QEO3TvenleD7r.jpg,1955-01-01,8.3,97.0,11.144661,32.0,
Jailhouse Rock,"After serving time for manslaughter, young Vince Everett becomes a teenage rock star.","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/8wb4IYiEO03shWEwbakOwzw1Ap7.jpg,1957-11-08,5.8,30.0,5.684927,96.0,Elvis in Action as Never Before!
Corridors of Blood,"An 1840s British surgeon, experiments with anesthetic gases in an effort to make surgery pain-free. While doing so, his demonstration before a panel of his peers ends in a horrific mishap with his patient awakening under the knife; he is forced to leave his position in disgrace. To complicate matters, he becomes addicted to the gases and gets involved with a gang of criminals, led by Black Ben and his henchman Resurrection Joe.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",/ykOrXZES343ZMfneyGrchgDSpfH.jpg,1958-12-01,6.3,9.0,1.54225,86.0,Tops in Terror!
Giants and Toys,"Nishi is an advertising executive for a caramel company that is planning to launch a new product, in fierce competition with two other companies.","[{'id': 35, 'name': 'Comedy'}]",/ncwakYEeDptGzVlqFZo6FvpmVd2.jpg,1958-06-22,5.8,6.0,1.178603,95.0,
Pickpocket,Michel is released from jail after serving a sentence for thievery. His mother dies and he resorts to pickpocketing as a means of survival.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/xymhcCf0gZOAaghjGvAlOLCyibr.jpg,1959-12-16,7.3,89.0,4.571519,75.0,
Floating Weeds,"A troupe of travelling players arrive at a small seaport in the south of Japan. Komajuro Arashi, the aging master of the troupe, goes to visit his old flame Oyoshi and their son Kiyoshi, even though Kiyoshi believes Komajuro is his uncle. The leading actress Sumiko is jealous and so, in order to humiliate the master, persuades the younger actress Kayo to seduce Kiyoshi.","[{'id': 18, 'name': 'Drama'}]",/8czqYx9XAViidU1sdjvrAPL3ZKg.jpg,1959-11-17,7.7,33.0,1.774766,119.0,
When a Woman Ascends the Stairs,"Keiko, whom everyone calls Mama, narrates her story: she's a hostess on the Ginza, 30, a widow. She describes life's vicious cycle: acting cheerful around drunks, dressing and living well to convey confidence, needing money for these expenses and for her demanding mother and brother, and knowing she's growing older. She's of an age when she must choose: to seek marriage (difficult given her tarnished occupation), to be a kept woman, or to borrow money to buy a bar of her own. Each route has dangers, including investors demanding a return on their loans. Keiko has a quiet dignity that attracts men, but are they what they seem? Does she actually have choices?","[{'id': 18, 'name': 'Drama'}]",/b817Agi54NttUIxkHC9Obg0zsPY.jpg,1960-01-15,8.1,20.0,1.421128,111.0,
The Bad Sleep Well,"A young executive hunts down his father’s killer. Continuing his legendary collaboration with actor Toshiro Mifune, Kurosawa combines elements of Hamlet and American film noir to chilling effect in exposing the corrupt boardrooms of postwar corporate Japan.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/8UVQwsBOA0qjtHt3oGkpr2IslDZ.jpg,1960-09-15,7.7,57.0,4.550823,151.0,
Murder She Said,Miss Marple believes she’s seen a murder in a passing by train yet when the police find no evidence she decides to investigate it on her own. Her inquisitions lead her to a mountain top. The first of four films starring Margaret Rutherford as Miss Marple that all achieved cult status.,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",/iniMlncVkZzQTZ3kLU6eEtoZz0V.jpg,1961-01-01,7.0,31.0,7.261845,87.0,Who is the blonde in the box?
Taste of Fear,"A wheelchair-bound young girl returns to her father's estate after ten years, and although she's told he's away, she keeps seeing his dead body on the estate.","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",/xEcaksr2lg0xsYyeIlcg6hY9w6E.jpg,1961-06-05,6.7,15.0,0.989954,81.0,For maximum thrill . . . we earnestly urge you to see this motion picture from the start!
Harakiri,"Peace in 17th-century Japan causes the Shogunate's breakup of warrior clans, throwing thousands of samurai out of work and into poverty. An honorable end to such fate under the samurai code is ritual suicide, or hara-kiri.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/99EyyBq5dXEvY37jF7EyERhQcFe.jpg,1962-09-15,8.2,136.0,9.286966,135.0,The world has never understood why the Japanese prefer death to dishonor! Winner of Prix Special du Jury at Cannes 1963 provides the answer!!
The Four Days of Naples,,[],/6kmg9KUbVaRQrT1IsamD8pTIEIs.jpg,1962-01-01,7.5,4.0,0.829464,124.0,
Love with the Proper Stranger,"When a one-night stand results in pregnancy, a musician and a young girl try to resolve the issue together.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/w0AUzx70sUuZpWgIQh8ka5xBftO.jpg,1963-12-25,6.2,17.0,3.028502,102.0,
Murder at the Gallop,Miss Marple and Mr Stringer are witness to the death of the very old and rich Mr. Enderby by heart attack. Yet they have their doubts about what happened. The police don’t believe them thus leading Miss Marple to yet again investigate by herself. A cult film starring Margaret Rutherford.,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",/1SMoWzqgdARO6GsepFC3T5jdc9a.jpg,1963-01-01,6.3,23.0,7.282583,81.0,It's a Penny to a Pony... Murder Will Out!
Behold a Pale Horse,"Manuel Artiguez, a famous bandit during the Spanish civil war, has lived in French exile for 20 years. When his mother is dying he considers visiting her secretly in his Spanish home town. But his biggest enemy, the Spanish police officer Vinolas, prepared a trap at the hospital as a chance to finally catch Artiguez.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/aYyhWGHCz4juwPllDlPlIKCXj4Y.jpg,1964-08-14,5.0,4.0,0.986266,118.0,"Of suspense, pursuit and courage..."
"Hush... Hush, Sweet Charlotte","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/hwVGNaVXFblluLwUjGcJ7RgW1rV.jpg,1964-12-15,7.0,54.0,3.705312,133.0,The years will soon erase a lover's lies...the blood on his face!
Docking the Boat,"On the island, the hosts of a traditional Swedish crayfish party are awaiting their guests. The crayfish are freshly boiled, red and delicious. The guests are in their boat, sailing towards the island. They are bringing along the drinks for the evening's party. Everyone is prepared to enjoy the evening. But first they've got to dock the boat... Docking the boat (Att angöra en brygga) is the second film by the legendary Swedish comedy film makers Hans Alfredson and Tage Danielsson. It has become one of the greatest classics in Swedish film history.","[{'id': 35, 'name': 'Comedy'}]",/q0LjIc2sAo17yivkVS72I3acCid.jpg,1965-12-26,6.0,8.0,0.923569,101.0,
Incubus,"On a strange island inhabited by demons and spirits, a man battles the forces of evil.","[{'id': 27, 'name': 'Horror'}]",/7U5gTwx7uaKThQCW01MeF33JcRW.jpg,1966-10-26,4.3,6.0,0.535626,78.0,
Closely Watched Trains,"In a small town still occupied by the Germans as World War II's tide is turning toward the Allies, apprentice train-watcher Milos is oblivious to the war. Instead, he is obsessed with having his first sexual experience. Despite the favors of train conductor Masa, Milos has no luck. His quest leads him to a female Resistance fighter who, in passing, recruits him to the cause. As Milos finally finds love, danger draws closer.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/kVsi8Cyf0mYSxJ1FWj5qAhpLOds.jpg,1966-11-18,7.3,52.0,2.160866,89.0,All it takes to make a man of a boy is a woman.
Tokyo Drifter,"After yakuza boss Kurata dissolves his own criminal empire, a rival kingpin offers a position to Kurata's top operative, Tetsuya ""Phoenix Tetsu"" Hondo. When the fiercely loyal Tetsu declines, Otsuka taps unstoppable Tatsuzo the ""Viper"", a ruthless gun-for-hire, to assassinate him. As the Viper trails his target through the countryside, the agile Phoenix Tetsu grows concerned that one of his former associates has betrayed him.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",/dkscSldTB6FGUMMLnInUfKYLfPR.jpg,1966-04-10,7.4,46.0,2.357111,83.0,
The Incident,Two young hoodlums (including a young Martin Sheen) terrorize the passengers of a late night New York City subway train.,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",/x1nQqo58FsjTaculqThGs7S86Wu.jpg,1967-11-05,5.9,8.0,1.166142,107.0,"A Bold, Gritty, Terrifying Story Of Inner-City Terror"
Branded to Kill,"After botching his latest assignment, a third-ranked Japanese hit man becomes the target of another assassin.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/asiSCq1SFrCV4gy7PJzw8c3m0yL.jpg,1967-06-15,7.4,57.0,3.399614,91.0,
PlayTime,"Jacques Tati’s gloriously choreographed, nearly wordless comedies about confusion in the age of technology reached their creative apex with Playtime, a lasting testament to a modern age tiptoeing on the edge of oblivion.","[{'id': 35, 'name': 'Comedy'}]",/usi14aw1qnFN2xl5FaNbpXErS4F.jpg,1967-12-16,8.0,99.0,8.741959,124.0,
Titicut Follies,"The film is a stark and graphic portrayal of the conditions that existed at the State Prison for the Criminally Insane at Bridgewater, Massachusetts. TITICUT FOLLIES documents the various ways the inmates are treated by the guards, social workers and psychiatrists.","[{'id': 99, 'name': 'Documentary'}]",/8K4A2hy3jpru3QiOkPrqU7oTO67.jpg,1967-09-23,7.3,23.0,1.484381,84.0,
My Night at Maud's,"The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/lWwr1RM4h0mb4Hr1uuOCqJPmERr.jpg,1969-06-04,7.6,45.0,3.914283,110.0,
The Joke,"In the 1950s, Ludvik Jahn was expelled from the Communist Party and the University by his fellow students, because of a politically incorrect note he sent to his girlfriend. Fifteen years later, he tries to get his revenge by seducing Helena, the wife of one of his accusers.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/iCQDRNz75i8WkMOUjkw4b1qcAO.jpg,1969-02-28,6.4,9.0,1.196003,80.0,
Dodes'ka-den,"By turns tragic and transcendent, Akira Kurosawa’s film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on. The unforgettable Dodes’ka-den was made at a tumultuous moment in Kurosawa’s life. And all of his hopes, fears, and artistic passion are on fervent display in this, his gloriously shot first color film.","[{'id': 18, 'name': 'Drama'}]",/gP9pM94ATcZGfKQ3faKy0a3dVIi.jpg,1970-10-31,6.7,22.0,1.696371,140.0,
Claire's Knee,"On the eve of his wedding, on holiday on the Lake Annecy shore, a career diplomat visits an old acquaintance, perhaps a former girlfriend. Through her he meets an intense teenager, Laura, and then lusts after her sister, Claire. Whilst Laura attempts to flirt with him, his fantasy becomes focused on wanting to caress Claire's knee.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/nih4uL369ATVTYr8LTHopuHYchq.jpg,1970-12-11,7.4,35.0,3.534856,105.0,
The Beguiled,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]",/9yfkaG6mP4pUHbTtKjxDdar1cu0.jpg,1971-03-31,7.0,86.0,7.150611,105.0,One man...seven women...in a strange house!
Lawman,"While passing through the town of Bannock, a bunch of drunken cattlemen go overboard with their celebrating and accidentally kill an old man with a stray shot. They return home to Sabbath unaware of his death. Bannock lawman Jered Maddox later arrives there to arrest everyone involved on a charge of murder. Sabbath is run by land baron Vince Bronson, a benevolent despot, who, upon hearing of the death, offers restitution for the incident.","[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/4Wra6NIVI5DddmPY7rUVkSvUfnp.jpg,1971-01-01,6.5,24.0,1.739038,99.0,
Brother John,"A mysterious man John Kane (Sidney Poitier) who, when he returns to his hometown in Alabama for his sister's funeral, is thought to be an outside labor agitator - until it's revealed that he's really a heavenly messenger. The plot revolves around a strike at the town's big factory.","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",/om5Efy8bxPdQHkJ1nxjyfBXg5mU.jpg,1971-08-15,6.2,5.0,0.9413,95.0,Brother John just blew into town...and the town is about to blow apart!
Dracula A.D. 1972,"Set in London in the early 1970's, supposedly for teen thrills, Johnny organises a black magic ceremony in a desolate churchyard. The culmination of the ritual, however, is the rejuvenation of Dracula from shrivelled remains. Johnny, Dracula' s disciple, lures victims to the deserted graveyard for his master's pleasure and one of the victims delivered is Jessica Van Helsing. Descended from the Van Helsing line of vampire hunters her grandfather, equipped with all the devices to snare and destroy the Count, confronts his arch enemy in the age-old battle between good and evil.","[{'id': 27, 'name': 'Horror'}]",/9H9wjdGUfJYEV88gPc7kre3gNlv.jpg,1972-09-27,6.0,30.0,11.174533,96.0,"The Count is back, with an eye for London's hotpants . . . and a taste for everything"
Get to Know Your Rabbit,"A young businessman goes to a magic expert to learn hardness and skill with his cynical and greedy collaborators. He becomes a very good tap dancer, but will he be able to get free of his old boss?","[{'id': 35, 'name': 'Comedy'}]",/eU9zrnXYUNLDYQy01q5tBlnvlG9.jpg,1972-06-01,7.0,3.0,0.000844,91.0,
Slither,"While searching for a small fortune of embezzled money, an ex-con, a small-time bandleader, his doting wife and a kooky drifter find themselves being followed. Their chase takes them to trailer camps, bingo halls, laundromats and ultimately, a showdown with a group of unconventional bad guys.","[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",/4CG7Jay9u5dYVkgF6U8JzyRYqlm.jpg,1973-03-07,4.2,3.0,0.94414,97.0,Kopetzky & Kanipsia together at last
Trafic,"Mr. Hulot is the head designer of the Altra Automotive Co. His latest invention is a newfangled camper car loaded with outrageous extra features. Along with the company's manager and publicity model, Hulot sets out from Paris with the intention of debuting the car at the annual auto show in Amsterdam. The going isn't easy, however, and the group encounters an increasingly bizarre series of hurdles and setbacks en route.","[{'id': 35, 'name': 'Comedy'}]",/wWE4Hy7zoOVOVJpKSaNAzYTHqLy.jpg,1971-04-16,7.4,29.0,3.037782,96.0,The laughs are bumper to bumper!
Emperor of the North,"Hobos encounter a sadistic railway conductor that will not let anyone ""ride the rails"" for free.","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/mMlbANoaofLVxYWUBJIFLIe5ox1.jpg,1973-05-23,6.8,30.0,3.272151,118.0,If you can ride Shack's Train and Live - You'll be...
The Fortune,Two bumbling hustlers in the 1920s attempt to gain the fortune of an heiress. Nothing will stop them . Not even murder.,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",/bgoLAArIZlEqYK7ohrNAFyBMnBS.jpg,1975-05-20,5.3,10.0,1.349807,88.0,"Sexier than the Marx Brothers, handsomer than Laurel and Hardy but not as smart as The 3 Stooges"
French Connection II,"""Popeye"" Doyle travels to Marsailles to find Alain Charnier, the drug smuggler that eluded him in New York.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/mef0hcVIOQfDUubjdTwvuafO1dj.jpg,1975-05-18,6.6,95.0,18.54199,119.0,
The Great Waldo Pepper,A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",/hdKRlRpYvnO9zpmq7pzLr1Hv5oy.jpg,1975-03-13,6.0,17.0,5.279919,108.0,
The Passenger,"David Locke (Jack Nicholson) is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman (Maria Schneider), Locke attempts to avoid both the police and criminals out to get him.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",/rYfnOaYYgAuoI8R0JiAV72jAESS.jpg,1975-02-28,7.5,90.0,9.202533,121.0,
Harlan County U.S.A.,"This film documents the coal miners' strike against the Brookside Mine of the Eastover Mining Company in Harlan County, Kentucky in June, 1973. Eastovers refusal to sign a contract (when the miners joined with the United Mine Workers of America) led to the strike, which lasted more than a year and included violent battles between gun-toting company thugs/scabs and the picketing miners and their supportive women-folk. Director Barbara Kopple puts the strike into perspective by giving us some background on the historical plight of the miners and some history of the UMWA.","[{'id': 99, 'name': 'Documentary'}]",/sUHL2JkMExah3FQAjcbd64sCHQ1.jpg,1976-10-15,7.7,19.0,1.595006,103.0,Which Side Are You On?
The Marquise of O,A German Marquise has to deal with a pregnancy she cannot explain and an infatuated Russian Count.,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",/AmXPUCdQKWmO13B3WuUcy1OZZgg.jpg,1976-05-19,6.1,11.0,1.559108,102.0,
The Message,Handsomely-mounted historical epic concerns the birth of the Islamic faith and the story of the prophet Mohammed.,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg,1977-03-09,7.4,81.0,8.119925,177.0,"For the first time... the vast, spectacular drama that changed the world!"
ABBA - The Movie,"Movie detailing ABBA's mega-successful tour of Australia during mid-1977. While it mostly contains back-stage footage and as well as ABBA's famous songs such as ""Dancing Queen"", ""Tiger"", ""Name Of The Game"" and ""Eagle"" among others sung filmed during their concerts in Sydney, Melbourne, Perth and Adelaide, it has the sub-plot of young country and western radio disc-jockey, Ashley, whose boss orders","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",/b6ELAAxwFiyiy8RreGQRDcleOkk.jpg,1977-12-15,6.6,16.0,1.558664,95.0,
The Grapes of Death,A young woman discovers that the pesticide being sprayed on vineyards is turning people into killer zombies.,"[{'id': 27, 'name': 'Horror'}]",/AaWsnBy8N7e0Rt4nLBLHWM8dMuR.jpg,1978-07-05,6.2,18.0,1.125715,91.0,"When the wine flows, the terror begins…"
French Fried Vacation 2,"In this sequel to Les Bronzes (1978) summer has passed, but that doesn't mean the fun has to end for Bernard, Nathalie, Gigi, Jerome, Popeye, Jean-Claude, and Christiane.","[{'id': 35, 'name': 'Comedy'}]",/tuwHvDpNiX3wSf042XGMURIqg9o.jpg,1979-11-22,7.4,257.0,5.921814,90.0,
I as in Icarus,"The film's plot is based on the Kennedy assassination and subsequent investigation. The film begins with the assassination of President Marc Jarry, who is about to be inaugurated for a second six-year term of office. Henri Volney, state attorney and member of the commission charged with investigating the assassination (based on the Warren Commission) refuses to agree to the commission's final findings. The film portrays the initial controversy about this, as well as Volney and his staff's reopening of the investigation.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",/eiwremsVNwD7cGMNjEtUAnT4yB5.jpg,1979-12-12,7.3,20.0,14.958978,120.0,
Quintet,"During a future ice age, dying humanity occupies its remaining time by playing a board game called Quintet. For one small group, this obsession is not enough. They play the game with living pieces, and only the winner survives.","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",/9gvVn3jm0FCFW1EI3JNquVNo24z.jpg,1979-02-09,5.6,18.0,1.012883,118.0,One man against the world.
Deal of the Century,"Arms dealers from several companies vie to sell the most expensive and highest tech weapons to a South American dictator. There are complications; understanding the exact nature of how 'gifts' are used to grease the wheels of a sale, a religious conversion from one of the salesman and a romance that begins to grow between two competitors.","[{'id': 35, 'name': 'Comedy'}]",/8CXFfMSR6xrdjIVUBCxhuZZS8wg.jpg,1983-11-04,4.8,13.0,2.403016,99.0,
Doctor Detroit,A shy but gentle man named Clifford Skridlow is a professor of comparative literature at the financially-strapped fictional Monroe College in Chicago. A chance encounter with four beautiful women at a restaurant changes his life forever.,"[{'id': 35, 'name': 'Comedy'}]",/zYcScAZ3eMv5TaHP2b6kbNQxd1m.jpg,1983-05-06,4.7,20.0,8.591768,89.0,He's making the world safe for insanity.
Suburbia,"When household tensions and a sense of worthlessness overcome Evan, he finds escape when he clings with the orphans of a throw-away society. The runaways hold on to each other like a family until a tragedy tears them apart.","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/cXwATkXHai5tPACN8uIIN0iIRQC.jpg,1984-04-13,6.6,18.0,1.778848,94.0,
Choose Me,"Several lost-soul night-owls, including a nightclub owner, a talkback radio relationships counseller, and an itinerant stranger have encounters that expose their contradictions and anxieties about love and acceptance.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/octHjRWfXNg5ZQm01nm2qdQpzin.jpg,1984-08-29,6.0,3.0,1.069152,106.0,"In the middle of the night, when there's no one else..."
Electric Dreams,"Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled down on him. Things start getting out of hand when both Miles and Edgar, how the computer calls himself, fall in love with Madeline, an attractive neighbour.","[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/8wPmd5UothUkQQ8jqjgQOj1DTc9.jpg,1984-07-20,6.4,37.0,4.094509,92.0,A boy... a girl... and a computer
9 Deaths of the Ninja,"A group of drug runners/freedom fighters has kidnapped a busload of tourists in the Philippines and is threatening to kill them all if one of their partners is not released from prison and the government doesn't halt its anti-drug policies. To stop the criminals, a trio of specialist soldiers are called in. Even with all their training, will they be able to stop the terrorists when they begin killing hostages and turning loose their squads of attack midgets?","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",/yI5V6mz5ohdSk7e8yDY2V1JQTQg.jpg,1985-04-15,6.1,9.0,0.956302,94.0,The Ninja Master... is now The Ninja Avenger
