title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Ride with the Devil,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",/opZXjd8OT1j2mESyLa0XLdbMCFC.jpg,1999-11-24,6.6,49.0,7.059308,138.0,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family."
Tumbleweeds,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/aNdLEAK48fjVPk9r6Ei6r90Itgz.jpg,1999-11-28,6.2,11.0,0.88888,102.0,They ran away from everything but each other.
A Bay of Blood,"An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/tgtNELlRmnfvpIrBSv2Wekw7wpM.jpg,1971-08-08,6.4,53.0,4.725878,84.0,"They came to play, they stayed to die."
The Distinguished Gentleman,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the money flows from lobbyists. But soon he learns the nature of the game and decides to fight back the only way he knows how, with a con.","[{'id': 35, 'name': 'Comedy'}]",/vFB0VCxa7z93x6lpAoKnOFULEsj.jpg,1992-12-04,5.7,78.0,9.64078,112.0,From con man to congressman
The Hitch-Hiker,Two fishermen pick up a psychotic escaped convict who tells them that he intends to murder them when the ride is over.,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/9ORvQWC2o0FwIEl6zYU1jw9qH0X.jpg,1953-10-16,6.6,28.0,2.211742,71.0,Who will be his NEXT victim... YOU?
Santa Fe Trail,"As a penalty for fighting fellow classmates days before graduating from West Point, J.E.B. Stuart, George Armstrong Custer and four friends are assigned to the 2nd Cavalry, stationed at Fort Leavenworth. While there they aid in the capture and execution of the abolitionist, John Brown following the Battle of Harper's Ferry.","[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/9b0zNSfG1mS1GSXSE4HfxQhvcMc.jpg,1940-12-13,3.6,5.0,1.548028,110.0,"Where the railroad and civilization ended, the Sante Fe Trail began!"
Lauderdale,"""Porky"" style teen comedy with plenty of gross out jokes and nudity. A nerd and his out-of-control friend chase a dream girl to a beach on Florida where all the expected carrying on occurs.",[],/3owX5g86KzOqEf1EPQYmIKWAqn4.jpg,1989-01-01,1.7,3.0,1.5338,91.0,
Agnes Browne,"When Agnes Browne's husband died, she discovered something amazing... Herself.","[{'id': 18, 'name': 'Drama'}]",/n7VbmERQZKTedbdHjRrURMA7hbM.jpg,1999-11-08,6.3,9.0,6.485631,92.0,
The End of the Affair,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.","[{'id': 18, 'name': 'Drama'}]",/32NkI9HqueF0THSQFKJVGtnBHsA.jpg,1999-12-03,6.6,56.0,6.200344,102.0,
Holy Smoke!,"While on a journey of discovery in exotic India, beautiful young Ruth Barron falls under the influence of a charismatic religious guru. Her desperate parents then hire PJ Waters, a macho cult de-programmer who confronts Ruth in a remote desert hideaway. But PJ quickly learns that he's met his match in the sexy, intelligent and iron-willed Ruth.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/4STG7zwaA8HZiWhLtpeq01LjBVV.jpg,1999-09-04,5.3,47.0,3.176804,115.0,He had only one thing on his mind... but so did she!
A Map of the World,"School nurse Alice Goodwin lives with her husband and two daughters on a dairy farm in a small Wisconsin community. After an accident on her property involving a friend's child, the town turns against her and Alice finds herself fighting charges of child abuse.","[{'id': 18, 'name': 'Drama'}]",/4BptsbrpUp7tlLzahxr7LmfKPmB.jpg,1999-09-13,6.4,8.0,1.588189,125.0,A woman's life falls apart after she's blamed for an accident on her property.
Sweet and Lowdown,"A comedic biopic focused on the life of fictional jazz guitarist Emmett Ray. Ray was an irresponsible, free-spending, arrogant, obnoxious, alcohol-abusing, miserable human being, who was also arguably the best guitarist in the world.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/3xiKrtT4hhrCiSXGrC8i88ctIYw.jpg,1999-12-03,6.8,109.0,6.836569,95.0,
The Bonfire of the Vanities,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight, and attracting the interest of a down and out reporter.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/4GfvG6CPbY6soFyWtFXGVTOFPOC.jpg,1990-12-21,5.3,113.0,5.507082,125.0,"Take one Wall Street tycoon, his Fifth Avenue mistress, a reporter hungry for fame, and make the wrong turn in The Bronx...then sit back and watch the sparks fly."
Broadway Damage,Romantic comedy about aspiring writers in NY.,[],/iUyvUNUoX7KKFHPVKyVXgOXGx2e.jpg,1997-08-26,6.0,1.0,0.051128,0.0,
Daddy-Long-Legs,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/AeEOxZjQlk6GHoTRx0m8eNMMdez.jpg,1919-05-11,7.4,5.0,0.346438,85.0,
Go West,"Keaton portrays Friendless, who travels west to try to make his fortune. Once there, he tries his hand at bronco-busting, cattle wrangling, and dairy farming, eventually forming a bond with a cow named ""Brown Eyes."" Eventually he finds himself leading a herd of cattle through Los Angeles.","[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",/chZ6GbfTIKgD6nYmUKZScDAnIo8.jpg,1925-11-01,6.8,19.0,1.014248,69.0,
Grand Illusion,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,1937-06-04,7.5,126.0,6.02384,114.0,A Great Drama of Human Emotions
The Great Santini,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.","[{'id': 18, 'name': 'Drama'}]",/4E6D7mUvoZXP12xgozoO9DuqguJ.jpg,1979-10-26,6.9,21.0,3.919041,115.0,The bravest thing he would ever do was let his family love him.
The James Dean Story,"Released two years after James Dean's death, this documentary chronicles his short life and career via black-and-white still photographs, interviews with the aunt and uncle who raised him, his paternal grandparents, a New York City cabdriver friend, the owner of his favorite Los Angeles restaurant, outtakes from East of Eden, footage of the opening night of Giant, and Dean's ironic PSA for safe driving.","[{'id': 99, 'name': 'Documentary'}]",/3R1cmF49zhMnXegSlkKdVypaIze.jpg,1957-08-13,6.2,6.0,0.505885,81.0,
The Sea Wolves,"This true story follows the exploits of a top secret British military mission to destroy Nazi radio ships in a neutral harbor during WWII. The daring plan is led by British Intelligence officers Col. Lewis Pugh (Gregory Peck) and Capt. Gavin Stewart (Roger Moore). Since the ships are in neutral territory the British Military command, while encouraging the scheme, must deny any knowledge of it if it fails. Pugh and Stewart enlist the aid of retired officer Col. Bill Grice (David Niven) and some of his former soldiers. On the pretext of being on a fishing expedition, these seemingly drunken old men in civilian clothing must board and destroy 3 Nazi ships, whose radio transmissions have resulted in Nazi submarines sinking allied ships. While Stewart arranges a diversion on shore, Pugh and Grice carry out the dangerous raid on and destruction of the Nazi ships.","[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/4wv3LpQ14SDnKpFIxMZHn1MWqKv.jpg,1980-07-03,5.7,19.0,3.244148,120.0,The Last Charge of the Calcutta Light Horse
Stealing Home,"Billy Wyatt (Harmon), a former high school and minor-league baseball baseball player receives a telephone call from his mother revealing that his former child-sitter, and later in his teens, his first love, Katie Chandler (Foster), has died. Wyatt returns home to deal with this tragedy reminescing over his childhood growing up with his father, Katie and best friend Alan Appleby.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/3sLNWC6OZCSF1IJgqzxF4nLlYXa.jpg,1988-08-26,5.9,15.0,7.168975,98.0,"Stealing hearts, stealing laughs, stealing memories"
Tarzan the Fearless,"Mary Brooks' father, who has been studying ancient tribes, falls into the hands of ""the people of Zar, god of the Emerald Fingers."" Tarzan helps Mary locate her father, rescues everyone from the High Priest of Zar, and takes Mary to his cave.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",/eEqlUQ1UwyKkcFf6Yu6uOvXA0zp.jpg,1933-08-11,2.8,4.0,0.756556,85.0,
Three Ages,"""The Three Ages,"" Buster Keaton's first feature-length film after a number of comedy shorts, is his parody of Griffith's ""Intolerance."" Keaton tells three parallel stories about the perils of romance, one set in the Stone Age, one during the Roman Empire, and one during the 20th century.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/1xWJWo7FeL6KWvHHiXAnNiqUuUp.jpg,1923-09-24,7.2,20.0,1.539713,63.0,
The Two Jakes,"This sequel to the classic Chinatown finds private detective Jake Gittes still haunted from the events of the first film. Hired by a man to investigate his wife's infidelities, Jake once again finds himself involved in a complicated plot involving murder, oil, and even some ghosts from his past.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/yIVkNzi08VNs8aFd5uxGHDI29Fg.jpg,1990-08-10,6.2,48.0,4.476578,138.0,They say money makes the world go round. But sex was invented before money.
U2: Rattle and Hum,"A concert movie on an unprecedented scale, Rattle And Hum captures U2 - on and off the stage - during their triumphant Joshua Tree tour. From the giant technicolour stadium celebrations to the black-and-white intensity of the indoor shows, this is U2 at their best. Follow the group across America, exploring new influences, playing with the legendary B.B. King from Dublin to Graceland.","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",/bFgdLWRpvS1rKxR5GADEyvgLm56.jpg,1988-11-04,6.3,28.0,2.143483,98.0,
Hell in the Pacific,"During World War II, a shot-down American pilot and a marooned Japanese navy captain find themselves stranded on the same small uninhabited island in the Pacific Ocean. Following war logic, each time the crafty Japanese devises something useful, he guards it to deny its use to the Yank, who then steals it, its proceeds or the idea and/or ruins it. Yet each gets his chance to kill and/or capture the other, but neither pushes this to the end. After a while of this pointless pestering, they end up joining forces to build and man a raft...","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/vtXTjpIZT32ciDaWbuk6XGT8C4c.jpg,1968-12-19,6.8,41.0,2.664145,103.0,"Out of violence, compassion. Out of suspicion, trust. Out of hell, hope."
The Glass Bottom Boat,"Bruce (Rod Taylor), the owner of a aerospace company, is infatuated with Jennifer (Doris Day) and hires her to be his biographer so that he can be near her and win her affections. Is she actually a Russian spy trying to obtain aerospace secrets?","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/jlj5rCl7jfW7QskJ1vucd7j5n5M.jpg,1966-06-09,4.8,16.0,0.942977,110.0,Is this the girl next door?
Cradle Will Rock,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.","[{'id': 18, 'name': 'Drama'}]",/jXVX7YVveCGC3tQTHCUFWokqvtY.jpg,1999-12-10,7.2,18.0,6.481649,132.0,
Deuce Bigalow: Male Gigolo,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.","[{'id': 35, 'name': 'Comedy'}]",/1AGR1KdIk1llaW983XsW5YsoPsI.jpg,1999-12-10,5.4,314.0,6.567794,88.0,He charges $10 but he’s willing to negotiate.
The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/3yJUlOtVa09CYJocwBU8eAryja0.jpg,1999-12-10,8.2,4166.0,19.96678,189.0,Miracles do happen.
The Cider House Rules,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?","[{'id': 18, 'name': 'Drama'}]",/vAWQenCtBlzICEi9PGY3nz8CWRJ.jpg,1999-12-17,6.9,285.0,9.526781,126.0,A story about how far we must travel to find the place where we belong.
Diamonds,Mystery about an ex-prizefighter who embarks on a journey to find 13 missing diamonds,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/6sjCYkq3OhOgJXnOQ1XnfXw6t41.jpg,1999-12-10,5.4,7.0,1.652447,91.0,Hunting for buried treasure was never this much fun.
The War Zone,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret.","[{'id': 18, 'name': 'Drama'}]",/fBWdMZWMVgWzXboPMTbNljG61tG.jpg,1999-06-11,7.2,54.0,3.46626,98.0,When the worst of men hides in a family with no history.
The Bat Whispers,A master criminal terrorizes the occupants of an isolated country mansion.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/fZVbc4D0nwbbZkdDDvMFwMm71Bk.jpg,1930-01-01,6.3,4.0,0.670708,83.0,
The Last Picture Show,The coming of age of a youth named Sonny in a small Texas town in the 1950s.,"[{'id': 18, 'name': 'Drama'}]",/jfewjE8LYKoSluDlSszeZka2TCO.jpg,1971-10-03,7.6,133.0,5.961382,118.0,"Anarene, Texas, 1951. Nothing much has changed..."
The 7th Voyage of Sinbad,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",/mzEFF9YRN13HLz6Cq7jMYR8aHVb.jpg,1958-12-05,6.8,52.0,11.118379,88.0,8th Wonder of the Screen!
Blood on the Sun,"Nick Condon, an American journalist in 1945 Tokyo, publishes the Japanese master plan for world domination. Reaction from the understandably upset Japanese provides the action, but this is overshadowed by the propaganda of the time.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/43WkbXQJeeIpmghkHNSzDonlqq.jpg,1945-04-26,5.1,7.0,1.130503,93.0,Having a wonderful time In Tokyo!
Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",/518WmPyfc9YcnFiehqCiyGgbhmt.jpg,1999-12-16,6.4,204.0,17.65016,148.0,
Bicentennial Man,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.","[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",/pt57Kwkd2g2xdYFZKx3yCoz9Xim.jpg,1999-12-17,6.9,998.0,9.369918,131.0,One robot's 200 year journey to become an ordinary man.
Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.","[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",/539JU71suy9q4Wd5vvkKQLl5fTC.jpg,1999-12-17,5.8,998.0,8.3595,84.0,The Little Family Just Got Bigger
The Emperor and the Assassin,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/ly1C2GApAy1d3c0XMAcZ3EMuv8r.jpg,1998-10-08,7.4,18.0,1.531997,162.0,
Fantasia 2000,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",/5rwAtUaKEK48CPUijVfVU0IPKPZ.jpg,1999-12-17,7.0,300.0,14.972573,74.0,
Magnolia,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","[{'id': 18, 'name': 'Drama'}]",/jxkHxPiMfGiFvxSOduNV4oIKJI5.jpg,1999-12-08,7.5,844.0,9.091636,188.0,"Things fall down. People look up. And when it rains, it pours."
Onegin,"In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally, regret. Through his best friend Lensky, Onegin is introduced to the young Tatiana. A passionate and virtuous girl, she soon falls hopelessly under the spell of the aloof newcomer and professes her love for him","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/uvgFrqqto6EoUirqCUfvqkSpEPe.jpg,1999-12-22,5.8,26.0,7.171138,104.0,
Simpatico,"As youths in Azusa, Vinnie, Carter, and Rosie pull off a racing scam, substituting winners for plodders and winning big bucks on long odds. When an official uncovers the scam, they set him up for blackmail. Jump ahead twenty years, Carter and Rosie are married, successful racers in Kentucky about to sell their prize stallion, Simpatico. Vinnie is a drunk in Pomona. Vinnie decides to make a play for Rosie, lures Carter to California, steals his wallet and heads for Kentucky with the original blackmail material. Carter begs Vinnie's friend, a grocery clerk named Cecilia, to follow Vinnie and get the stuff back that he has in a box. Will she succeed?","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/z4YysyDmadnnGbIbb15mKogG7jN.jpg,1999-09-15,5.3,6.0,3.143748,106.0,
Topsy-Turvy,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/mUDH3XjYO3AU1alLpWGtkXfU0LK.jpg,1999-09-03,6.7,41.0,5.902126,160.0,Gilbert & Sullivan & So Much More
The Alley Cats,"Amid Europe's superwealthy jet set, lovely Leslie (Anne Arthur) feels neglected by her cheating fiancé, Logan (Charlie Hickman). She gets even by pursuing a few dalliances of her own and, in the process, falls for a gorgeous lesbian socialite (Sabrina Koch). Slip on your oversized sunglasses and slide back to the swinging '60s for director Radley Metzger's fab erotic confection, a shocker at the time of its initial release.","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",/cPhl9up00PmUf6yzX7fY1rMdrD0.jpg,1966-09-12,2.5,2.0,0.083996,83.0,
Boiling Point,"Red is an aging scam-artist who's just been released from prison together with Ronnie, a young and not-so-bright hoodlum who is easily manipulated. Their new business is to organize fake-money sales and then kill the buyer to take his money; but when Ronnie kills an undercover secret service agent, his partner Jimmy Mercer vows revenge and is given one week to catch the killers before being transferred. Written by Giancarlo Cairella","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/okpmrzlVDdXNhQms2I41Yek6Wyv.jpg,1993-04-16,4.6,26.0,2.124785,92.0,He's a cop who reached the Boiling Point
Brenda Starr,"Mike is a struggling artist who draws the 'Brenda Starr' strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get her back, and keep his job, Mike draws himself into the strip. In her world, Brenda Starr is the Ace Reporter for the New York Flash. She is talented, fearless, smart and a very snappy dresser. The only competition she has is from the rival paper's top reporter Libby Lipscomb. Brenda heads to the Amazon jungle to find a scientist with a secret formula which will create cheap and powerful gas from ordinary water. (This movie was filmed in 1986 but release was delayed for several years.)","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",/j3GXTuCwqXZSywIaRRtpEctoAg6.jpg,1989-05-15,5.1,7.0,6.561712,93.0,Off the comics onto the big screen...
Carnal Knowledge,"The concurrent sexual lives of best friends Jonathan and Sandy are presented, those lives which are affected by the sexual mores of the time and their own temperament, especially in relation to the respective women who end up in their lives.","[{'id': 18, 'name': 'Drama'}]",/rjXLiPokqTsAlXFROuWsMemqvVQ.jpg,1971-10-21,6.7,34.0,2.837238,98.0,Everyone needs to be loved - sometime or another.
Easy Rider,A cross-country trip to sell drugs puts two hippie bikers on a collision course with small-town prejudices.,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",/e3jHM20jbKZbXYjRwmfQOJ0VnzP.jpg,1969-05-07,7.0,411.0,8.635841,95.0,A man went looking for America and couldn’t find it anywhere...
The Falcon and the Snowman,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/9bEjyzGYqtUfnKt7DSRac3U48km.jpg,1985-01-25,6.5,43.0,4.690847,132.0,They came from the best of families. And they committed the worst of crimes.
Hi-Yo Silver,"Edited version of the 1938 Republic serial ""The Lone Ranger.""","[{'id': 37, 'name': 'Western'}]",/bg7I6YLccqoim1EjlE6qHOz8oIg.jpg,1940-04-10,0.0,0.0,0.001438,68.0,
Room at the Top,"In late 1940s Yorkshire, England, ambitious young man Joe Lampton (Laurence Harvey), who has just moved from the dreary factory town of Dufton, arrives in Warnley, to assume a secure, but poorly-paid, post in the Borough Treasurer's Department. Determined to succeed, and ignoring the warnings of a colleague, Soames (Donald Houston), he is drawn to Susan Brown (Heather Sears), daughter of the local industrial magnate, Mr. Brown (Donald Wolfit). He deals with Joe's social climbing by sending Susan abroad; Joe turns for solace to Alice Aisgill (Simone Signoret), an unhappily married older woman who falls in love with him.","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",/84PGgmDrXNIyaQKh0vqr2ztvKl8.jpg,1959-01-22,6.0,20.0,1.876199,115.0,A Savage Story of lust and ambition
Ulysses,"A movie adaptation of Homer's second epic, that talks about Ulysses' efforts to return to his home after the end of ten years of war.","[{'id': 12, 'name': 'Adventure'}]",/upKJRQUWtR9lZHwfWlHQnbOXWKb.jpg,1954-10-06,6.3,32.0,1.993626,100.0,History's Greatest Epic...On the Screen at Last!
Any Given Sunday,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.,"[{'id': 18, 'name': 'Drama'}]",/ofxxBtOoNRQD9yuiVIEo8sbsqkK.jpg,1999-12-16,6.8,430.0,10.571434,163.0,Play or be Played.
Man on the Moon,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/otB2n1cXZ6ASbbRSwKm0Ze7kcNn.jpg,1999-12-22,6.9,444.0,13.217419,118.0,"Hello, my name is Andy and this is my movie."
Galaxy Quest,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",/ahpUPhVlwAWic9N0SfNkxs8e66W.jpg,1999-12-23,6.9,722.0,15.831374,102.0,A comedy of Galactic Proportions.
The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/cTV9p4Pup3XLGYZ0aNJCF9c4GuL.jpg,1999-12-25,7.1,790.0,11.65502,139.0,How far would you go to become someone else?
Next Friday,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.","[{'id': 35, 'name': 'Comedy'}]",/zUzn6YBbnEhdIkqtf9w0xG58NMC.jpg,2000-01-12,6.5,145.0,10.06545,98.0,The suburbs make the hood look good.
The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","[{'id': 18, 'name': 'Drama'}]",/6SoTMHbcZ6XItPiEfIe1WzeET3c.jpg,1999-09-17,7.2,401.0,5.716009,146.0,His greatest fight was for justice.
Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.","[{'id': 18, 'name': 'Drama'}]",/k5RM5J582tviQSXhYkKvYnQCkmc.jpg,1999-12-25,7.0,59.0,4.496585,145.0,
